,nazwa,miasto,firma,czas_gry,kategoria,poziom_trudnosci,liczba_ocen,miejsce_w_polsce,języki_rosyjski,bezpieczeństwo_tylko_niskie_napięcie_w_zasięgu_gracza,bezpieczeństwo_dezynfekowane_pokoje,podstawowe_klimatyzowany,podstawowe_możesz_kupić_tutaj_escape_tales,podstawowe_półmrok_w_pokoju,podstawowe_nie_dla_epileptyków,podstawowe_bardzo_wąskie_przejścia,bezpieczeństwo_dezynfekcja_lampami_uvc,podstawowe_gra_bez_aktora,bezpieczeństwo_ograniczony_kontakt_z_innymi_grupami,bezpieczeństwo_oświetlenie_awaryjne,podstawowe_przyjazny_zwierzętom,bezpieczeństwo_dostępny_żel_antybakteryjny,podstawowe_pokój_eliminacyjny_poland_escape,inne_prawdziwy_mistrz_gry,bezpieczeństwo_przycisk_bezpieczeństwa,języki_słowacki,języki_czeski,podstawowe_nie_dla_osób_z_chorobami_serca,podstawowe_nieodpowiednie_dla_osób_z_klaustrofobią,podstawowe_od_18_lat,bezpieczeństwo_drzwi_zawsze_otwarte,bezpieczeństwo_pełen_monitoring,bezpieczeństwo_pełen_kontakt_z_mistrzem_gry,bezpieczeństwo_klucz_bezpieczeństwa,bezpieczeństwo_system_awaryjnego_otwierania_drzwi,języki_angielski,podstawowe_przyjazny_niepełnosprawnym,podstawowe_możliwość_płatności_kartą,bezpieczeństwo_dostępne_rekawiczki,podstawowe_nie_dla_kobiet_w_ciąży,języki_polski,podstawowe_przyjazny_dzieciom,podstawowe_od_16_lat,srednia_ocena,ocena_obsluga,ocena_klimat,trudnosc_wg_graczy,min_liczba_graczy,max_liczba_graczy
452,Gabinet Kristera,Jedlina-Zdrój,Zespół Pałacowo-Hotelowy Jedlinka,60 ,Fabularny,doświadczony,1 opinia,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,10.0,10.0,Trudny,2,4 
453,Terrorysta. Bomba w Magazynie.,Skierniewice,Gabinety Tajemnic,60 ,Kryminalny,śr. zaawansowani,1 opinia,454,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,8.0,10.0,7.0,Średni,2,6 
454,Histeria,Skierniewice,Gabinety Tajemnic,60 ,Thriller,śr. zaawansowani,9 ,456,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,5.6,10.0,8.2,Bardzo trudny,2,5 
455,The Mistress,Gdańsk,Escaperooms.pl,60 ,Fabularny,śr. zaawansowani,2 ,455,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,7.2,8.8,9.6,Łatwy,2,4 
456,Pokój żużlowy,Gorzów Wielkopolski,Open The Lock,60 ,Fabularny,doświadczony,1 opinia,457,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,7.0,4.0,7.0,Średni,2,4 
457,Kamienie nieskończoności,Tarnów,Trzy Klucze,60 ,Fabularny,śr. zaawansowani,4 ,458,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,5.8,9.5,6.3,Średni,2,5 
458,Saloon,Opole,Escape Room Chata Zagadek,60 ,Przygodowy,śr. zaawansowani,1 opinia,459,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,6.0,10.0,9.0,Średni,2,5 
459,Alicja,Kraków,ExitRoom ™,60 ,Fabularny,śr. zaawansowani,1 opinia,460,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,7.0,9.0,8.0,Łatwy,2,5 
460,Awaria zasilania w Parku Jurajskim,Kraków,Anikino Kraina Zabaw Dziecięcych,60 ,Dla dzieci,początkujący,Brak ,461,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,Brakopinii,,,,4,10 
461,Zdobyć plany Gwiazdy Śmierci,Kraków,Anikino Kraina Zabaw Dziecięcych,60 ,Dla dzieci,początkujący,Brak ,461,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,Brakopinii,,,,4,10 
462,Sala tortur Zygfryda de Löwe,Gierłoż,Mazurolandia,60 ,Historyczny,doświadczony,Brak ,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,Brakopinii,,,,2,7 
463,Tajemnica Jumanji,Kraków,Anikino Kraina Zabaw Dziecięcych,60 ,Dla dzieci,na pierwszy raz,Brak ,461,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,Brakopinii,,,,4,10 
464,"Dawno, dawno temu",Kraków,Anikino Kraina Zabaw Dziecięcych,60 ,Dla dzieci,początkujący,Brak ,461,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,Brakopinii,,,,6,10 
465,Warsaw puzzle tour,Warszawa,Escape Service,60 ,Przygodowy,śr. zaawansowani,Brak ,461,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,Brakopinii,,,,8,30 
466,Piramida,Dębki,Locked Houses,60 ,Przygodowy,śr. zaawansowani,Brak ,461,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,Brakopinii,,,,2,4 
467,Zbrodnia,Mrągowo,Quady Mrągowo,60 ,Kryminalny,śr. zaawansowani,Brak ,461,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,Brakopinii,,,,2,6 
468,Podróże przez sny,Mrągowo,Quady Mrągowo,60 ,Przygodowy,doświadczony,Brak ,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Brakopinii,,,,2,4 
469,Laboratorium,Mrągowo,Quady Mrągowo,80 ,Dla dzieci,początkujący,Brak ,461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,Brakopinii,,,,2,6 
471,Star Warz. W poszukiwaniu Holokronu.,Skierniewice,Gabinety Tajemnic,60 ,Fantasy,początkujący,Brak ,461,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,Brakopinii,,,,1,5 
472,Łóżko szpitalne,Katowice,Mystery Machinery,45 ,Fabularny,doświadczony,1 opinia,434,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,9.0,10.0,9.0,Trudny,2,4 
473,Squad Game,Kraków,Gamescape Kraków,30 ,Przygodowy,doświadczony,Brak ,461,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,Brakopinii,,,,2,4 
474,Sekrety rodziny Montgomery,Tarnów,Trzy Klucze,60 ,Thriller,śr. zaawansowani,Brak ,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,Brakopinii,,,,2,5 
475,Laboratorium szalonego naukowca,Tarnów,Trzy Klucze,60 ,Fabularny,śr. zaawansowani,Brak ,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,Brakopinii,,,,2,3 
