,nazwa,miasto,firma,liczba_graczy,czas_gry,kategoria,poziom_trudnosci,liczba_ocen,miejsce_w_polsce,oceny,języki_rosyjski,bezpieczeństwo_tylko_niskie_napięcie_w_zasięgu_gracza,bezpieczeństwo_dezynfekowane_pokoje,podstawowe_klimatyzowany,podstawowe_możesz_kupić_tutaj_escape_tales,podstawowe_półmrok_w_pokoju,podstawowe_nie_dla_epileptyków,podstawowe_bardzo_wąskie_przejścia,bezpieczeństwo_dezynfekcja_lampami_uvc,podstawowe_gra_bez_aktora,bezpieczeństwo_ograniczony_kontakt_z_innymi_grupami,bezpieczeństwo_oświetlenie_awaryjne,podstawowe_przyjazny_zwierzętom,bezpieczeństwo_dostępny_żel_antybakteryjny,podstawowe_pokój_eliminacyjny_poland_escape,inne_prawdziwy_mistrz_gry,bezpieczeństwo_przycisk_bezpieczeństwa,języki_słowacki,języki_czeski,podstawowe_nie_dla_osób_z_chorobami_serca,podstawowe_nieodpowiednie_dla_osób_z_klaustrofobią,podstawowe_od_18_lat,bezpieczeństwo_drzwi_zawsze_otwarte,bezpieczeństwo_pełen_monitoring,bezpieczeństwo_pełen_kontakt_z_mistrzem_gry,bezpieczeństwo_klucz_bezpieczeństwa,bezpieczeństwo_system_awaryjnego_otwierania_drzwi,języki_angielski,podstawowe_przyjazny_niepełnosprawnym,podstawowe_możliwość_płatności_kartą,bezpieczeństwo_dostępne_rekawiczki,podstawowe_nie_dla_kobiet_w_ciąży,języki_polski,podstawowe_przyjazny_dzieciom,podstawowe_od_16_lat
325,Strefa Cienia,Radom,Blink Escape Radom,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,13 opinii,Polska: 325. miejsce,"8 .7
Obsługa:
10/10
Klimat:
8,6/10
Trudność wg. graczy:
Trudny
Ilość opinii:
13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
326,Rzeź Niewiniątek,Częstochowa,Dom Tajemnic,2-5 osób,60 minut,Horror,śr. zaawansowani,1 opinia,Polska: 327. miejsce,"9 .0
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
1",0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1
327,Pogrzebani,Warszawa,SHOW ESCAPE,1-2 osoby,60 minut,Thriller,eksperci,73 opinie,Polska: 328. miejsce,"7 .8
Obsługa:
8,9/10
Klimat:
9,3/10
Trudność wg. graczy:
Bardzo trudny
Ilość opinii:
73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
328,Mroczna Puszcza,Nowy Sącz,4Fun Escape Room Nowy Sącz,2-6 osób,60 minut,Thriller,doświadczony,57 opinii,Polska: 329. miejsce,"7 .9
Obsługa:
8,3/10
Klimat:
9,9/10
Trudność wg. graczy:
Bardzo trudny
Ilość opinii:
57",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
329,Ucieczka z Czarnej Perły,Bielsko-Biała,Escape House,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,64 opinie,Polska: 330. miejsce,"7 .4
Obsługa:
9,8/10
Klimat:
7,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0
330,ShowShank,Warszawa,SHOW ESCAPE,2-10 osób,60 minut,Kryminalny,śr. zaawansowani,88 opinii,Polska: 331. miejsce,"7 .9
Obsługa:
8,8/10
Klimat:
8,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
331,Sekret Przedzamcza,Leśna,Zamek Czocha,2-5 osób,60 minut,Kryminalny,śr. zaawansowani,4 opinie,Polska: 332. miejsce,"8 .7
Obsługa:
10/10
Klimat:
8,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
4",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
332,Łódź Podwodna,Katowice,Quest Cage,2-4 osoby,60 minut,Fabularny,doświadczony,195 opinii,Polska: 333. miejsce,"8 .0
Obsługa:
9,4/10
Klimat:
8,6/10
Trudność wg. graczy:
Trudny
Ilość opinii:
195",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
333,Pułapka Szeryfa,Gdańsk,Escape Gdańsk,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,35 opinii,Polska: 334. miejsce,"8 .0
Obsługa:
9,9/10
Klimat:
8,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
334,Tajemnica Faraona,Krynica,Escape Room Krynica,2-6 osób,60 minut,Przygodowy,początkujący,10 opinii,Polska: 335. miejsce,"8 .2
Obsługa:
9,8/10
Klimat:
9,8/10
Trudność wg. graczy:
Średni
Ilość opinii:
10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
335,Zbrodnia w domu leśniczego,Olsztyn,iESCAPE Olsztyn,2-5 osób,60 minut,Kryminalny,śr. zaawansowani,27 opinii,Polska: 336. miejsce,"8 .2
Obsługa:
9,7/10
Klimat:
8,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
27",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
336,Misja specjalna,Białystok,Logic Games - Escape Room Białystok,2-5 osób,60 minut,Kryminalny,doświadczony,77 opinii,Polska: 337. miejsce,"6 .4
Obsługa:
9,8/10
Klimat:
8,7/10
Trudność wg. graczy:
Trudny
Ilość opinii:
77",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
337,Napad na bank - Dziki Zachód,Olsztyn,iESCAPE Olsztyn,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,2 opinie,Polska: 338. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Trudny
Ilość opinii:
2",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
338,Cyberdżungla,Warszawa,Quest Hunt - Escape Room,2-5 osób,60 minut,Fantasy,śr. zaawansowani,15 opinii,Polska: 340. miejsce,"7 .8
Obsługa:
9,7/10
Klimat:
8/10
Trudność wg. graczy:
Średni
Ilość opinii:
15",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
339,Das Motel,Kraków,LOST BAR,4-10 osób,70 minut,Thriller,doświadczony,63 opinie,Polska: 339. miejsce,"8 .0
Obsługa:
8/10
Klimat:
8,1/10
Trudność wg. graczy:
Trudny
Ilość opinii:
63",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
340,Wyspa odkrywców,Białystok,Logic Games - Escape Room Białystok,2-5 osób,60 minut,Przygodowy,początkujący,74 opinie,Polska: 341. miejsce,"9 .0
Obsługa:
10/10
Klimat:
9,3/10
Trudność wg. graczy:
Średni
Ilość opinii:
74",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
341,Serce Grozy,Bielsko-Biała,Escape House,2-4 osoby,60 minut,Thriller,doświadczony,14 opinii,Polska: 343. miejsce,"8 .2
Obsługa:
10/10
Klimat:
9,8/10
Trudność wg. graczy:
Bardzo trudny
Ilość opinii:
14",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
342,Tajemnicza Posiadłość,Bielsko-Biała,Escape House,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,78 opinii,Polska: 342. miejsce,"7 .3
Obsługa:
8,5/10
Klimat:
7,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
78",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
344,Redrum,Łódź,ExitRoom ™,2-5 osób,60 minut,Thriller,śr. zaawansowani,135 opinii,Polska: 344. miejsce,"7 .7
Obsługa:
9,6/10
Klimat:
8,5/10
Trudność wg. graczy:
Trudny
Ilość opinii:
135",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1
345,Lunapark 2,Toruń,OPEN THE DOOR,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,11 opinii,Polska: 345. miejsce,"8 .2
Obsługa:
10/10
Klimat:
8,8/10
Trudność wg. graczy:
Średni
Ilość opinii:
11",0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0
346,Schron bankowy,Wrocław,Piwnica Quest,2-5 osób,60 minut,Kryminalny,początkujący,242 opinie,Polska: 346. miejsce,"7 .3
Obsługa:
9,2/10
Klimat:
7,8/10
Trudność wg. graczy:
Średni
Ilość opinii:
242",0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0
347,Eksperyment,Radomsko,Zagadkowo,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,18 opinii,Polska: 347. miejsce,"7 .8
Obsługa:
10/10
Klimat:
8,1/10
Trudność wg. graczy:
Trudny
Ilość opinii:
18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
348,Opuszczony Teatr Lalek,Wrocław,Secret Room & Brain Code,2-5 osób,60 minut,Thriller,początkujący,237 opinii,Polska: 348. miejsce,"6 .6
Obsługa:
8,7/10
Klimat:
9/10
Trudność wg. graczy:
Trudny
Ilość opinii:
237",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0
349,Reaktor,Łódź,Tkalnia Zagadek,2-5 osób,60 minut,Thriller,doświadczony,54 opinie,Polska: 349. miejsce,"7 .5
Obsługa:
9,8/10
Klimat:
8,5/10
Trudność wg. graczy:
Trudny
Ilość opinii:
54",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
350,Baza Agenta SB,Żory,Open The Lock,2-5 osób,60 minut,Fabularny,początkujący,24 opinie,Polska: 350. miejsce,"7 .8
Obsługa:
8,4/10
Klimat:
8,1/10
Trudność wg. graczy:
Trudny
Ilość opinii:
24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
351,Halloween,Nowy Sącz,The Locked Room,2-4 osoby,60 minut,Horror,doświadczony,24 opinie,Polska: 351. miejsce,"8 .4
Obsługa:
9,8/10
Klimat:
8,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
24",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
352,Czarnobyl - reaktor nr 4,Poznań,Malta Escape Room,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,21 opinii,Polska: 352. miejsce,"7 .9
Obsługa:
8,9/10
Klimat:
8,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
21",0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0
353,Cube,Krynica,Escape Room Krynica,2-6 osób,60 minut,Abstrakcyjny,początkujący,16 opinii,Polska: 353. miejsce,"7 .5
Obsługa:
9,8/10
Klimat:
9,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
16",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
354,Tupolew,Kraków,ExitRoom ™,2-4 osoby,60 minut,Akcja,śr. zaawansowani,36 opinii,Polska: 354. miejsce,"7 .3
Obsługa:
8,6/10
Klimat:
9,3/10
Trudność wg. graczy:
Średni
Ilość opinii:
36",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0
355,Anatomia Zbrodni 2,Kraków,Gamescape Kraków,2-7 osób,65 minut,Thriller,śr. zaawansowani,32 opinie,Polska: 358. miejsce,"7 .1
Obsługa:
7,8/10
Klimat:
8/10
Trudność wg. graczy:
Trudny
Ilość opinii:
32",0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1
356,Prison Break,Kraków,ExitRoom ™,2-5 osób,60 minut,Fabularny,doświadczony,43 opinie,Polska: 355. miejsce,"7 .3
Obsługa:
8,3/10
Klimat:
7,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
43",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0
357,Zmieniając rzeczywistość,Warszawa,Zagadkownia,2-6 osób,60 minut,Abstrakcyjny,początkujący,222 opinie,Polska: 356. miejsce,"6 .7
Obsługa:
8,8/10
Klimat:
6,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
222",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0
358,Zbrodnia,Łódź,Tkalnia Zagadek,2-5 osób,60 minut,Kryminalny,początkujący,59 opinii,Polska: 357. miejsce,"7 .7
Obsługa:
9,8/10
Klimat:
8,2/10
Trudność wg. graczy:
Średni
Ilość opinii:
59",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
359,Seksmisja,Kraków,ExitRoom ™,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,29 opinii,Polska: 359. miejsce,"6 .9
Obsługa:
9,1/10
Klimat:
7,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
29",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0
360,Sekretny gabinet Al'a Capone,Kraków,SCARY HOSTEL KRAKÓW,2-5 osób,60 minut,Kryminalny,śr. zaawansowani,112 opinii,Polska: 360. miejsce,"7 .6
Obsługa:
9,2/10
Klimat:
8,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
112",0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1
361,Sherlock Holmes,Lublin,LetMeOut,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,5 opinii,Polska: 361. miejsce,"8 .2
Obsługa:
8,8/10
Klimat:
9,2/10
Trudność wg. graczy:
Średni
Ilość opinii:
5",0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0
362,Piraci,Wrocław,Trapped,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,142 opinie,Polska: 362. miejsce,"7 .8
Obsługa:
9,5/10
Klimat:
8,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
142",0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0
363,Orion 53 - Space Challenge,Białystok,Logic Games - Escape Room Białystok,2-5 osób,60 minut,Przygodowy,doświadczony,16 opinii,Polska: 363. miejsce,"8 .8
Obsługa:
9,6/10
Klimat:
9,7/10
Trudność wg. graczy:
Trudny
Ilość opinii:
16",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
364,Pokój Zagadka,Warszawa,Dom Zagadek,2-8 osób,60 minut,Abstrakcyjny,początkujący,59 opinii,Polska: 364. miejsce,"7 .5
Obsługa:
9,3/10
Klimat:
8/10
Trudność wg. graczy:
Średni
Ilość opinii:
59",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0
365,Killer,Kraków,ExitRoom ™,2-5 osób,60 minut,Kryminalny,początkujący,22 opinie,Polska: 366. miejsce,"7 .1
Obsługa:
9,7/10
Klimat:
8/10
Trudność wg. graczy:
Średni
Ilość opinii:
22",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
366,Zakład Karny,Wrocław,LetMeOut,2-5 osób,60 minut,Przygodowy,na pierwszy raz,13 opinii,Polska: 365. miejsce,"8 .3
Obsługa:
9,2/10
Klimat:
8,3/10
Trudność wg. graczy:
Średni
Ilość opinii:
13",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0
367,Pokój agenta Snow,Gdynia,WALKOUT,2-6 osób,60 minut,Kryminalny,początkujący,119 opinii,Polska: 367. miejsce,"7 .4
Obsługa:
7,7/10
Klimat:
8,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
119",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0
368,Klątwa Faraona,Białystok,Logic Games - Escape Room Białystok,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,21 opinii,Polska: 368. miejsce,"7 .8
Obsługa:
8,5/10
Klimat:
8,8/10
Trudność wg. graczy:
Średni
Ilość opinii:
21",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0
369,Espace Room,Jelenia Góra,King of the Lock,2-6 osób,75 minut,Przygodowy,śr. zaawansowani,4 opinie,Polska: 369. miejsce,"8 .8
Obsługa:
10/10
Klimat:
8,9/10
Trudność wg. graczy:
Trudny
Ilość opinii:
4",0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0
370,Psychiatryk,Wrocław,LetMeOut,2-5 osób,60 minut,Przygodowy,początkujący,35 opinii,Polska: 370. miejsce,"6 .4
Obsługa:
7,2/10
Klimat:
9,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
35",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0
371,Świątynia Majów,Nowy Sącz,The Locked Room,2-5 osób,60 minut,Przygodowy,początkujący,31 opinii,Polska: 371. miejsce,"7 .1
Obsługa:
9,2/10
Klimat:
7,8/10
Trudność wg. graczy:
Średni
Ilość opinii:
31",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0
372,Chata Wiedźmy,Rzeszów,WydostanSie Escape Rooms,2-6 osób,60 minut,Fantasy,początkujący,44 opinie,Polska: 372. miejsce,"5 .7
Obsługa:
9/10
Klimat:
5,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
44",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
373,Tajemnicza Dżungla,Wrocław,Dom Zagadek Exitus,2-6 osób,45 minut,Dla dzieci,początkujący,3 opinie,Polska: 373. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
374,Amber Gold,Kraków,ExitRoom ™,2-5 osób,60 minut,Kryminalny,początkujący,15 opinii,Polska: 374. miejsce,"6 .8
Obsługa:
9/10
Klimat:
6,4/10
Trudność wg. graczy:
Średni
Ilość opinii:
15",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
375,James Bond,Kraków,ExitRoom ™,2-5 osób,60 minut,Kryminalny,doświadczony,26 opinii,Polska: 375. miejsce,"5 .7
Obsługa:
8,1/10
Klimat:
4,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
26",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1
376,Serce Roztocza,Zamość,Escape Room Zamość,2-6 osób,80 minut,Przygodowy,doświadczony,4 opinie,Polska: 376. miejsce,"9 .3
Obsługa:
10/10
Klimat:
9,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
4",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0
377,Polana,Warszawa,Dom Zagadek,2-6 osób,60 minut,Przygodowy,na pierwszy raz,26 opinii,Polska: 377. miejsce,"7 .1
Obsługa:
8,7/10
Klimat:
7,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
26",0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0
378,Psychoterapia,Kraków,LOST BAR,2-6 osób,70 minut,Fabularny,początkujący,16 opinii,Polska: 378. miejsce,"3 .6
Obsługa:
4,1/10
Klimat:
3,3/10
Trudność wg. graczy:
Średni
Ilość opinii:
16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
379,Militarny Kryzys,Zamość,Escape Room Zamość,2-6 osób,80 minut,Fabularny,śr. zaawansowani,4 opinie,Polska: 379. miejsce,"7 .1
Obsługa:
7,3/10
Klimat:
8,3/10
Trudność wg. graczy:
Trudny
Ilość opinii:
4",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0
380,Projekt Z.E.U.S.,Bielsko-Biała,Konsorcjum Czasu,1-6 osób,75 minut,Przygodowy,śr. zaawansowani,6 opinii,Polska: 380. miejsce,"8 .8
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Średni
Ilość opinii:
6",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
381,Saloon,Warszawa,Team Exit - Pokoje zagadek -Escape Room 24,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,20 opinii,Polska: 381. miejsce,"7 .4
Obsługa:
8,7/10
Klimat:
7,4/10
Trudność wg. graczy:
Średni
Ilość opinii:
20",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
382,Misja A.V.A.T.A.R,Kraków,Locked UP,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,8 opinii,Polska: 382. miejsce,"7 .7
Obsługa:
9,3/10
Klimat:
6,8/10
Trudność wg. graczy:
Średni
Ilość opinii:
8",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0
383,Rytuał,Kielce,Unlock the door,2-4 osoby,50 minut,Thriller,początkujący,2 opinie,Polska: 383. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Średni
Ilość opinii:
2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
384,Poza Światem,Warszawa,Dom Zagadek,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,34 opinie,Polska: 384. miejsce,"6 .9
Obsługa:
8,6/10
Klimat:
7,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
34",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0
385,Czarna Perła,Gorzów Wielkopolski,Open The Lock,2-5 osób,60 minut,Przygodowy,na pierwszy raz,21 opinii,Polska: 385. miejsce,"6 .9
Obsługa:
4,9/10
Klimat:
7,6/10
Trudność wg. graczy:
Średni
Ilość opinii:
21",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0
386,P@ssWord,Warszawa,Dom Zagadek,2-6 osób,60 minut,Abstrakcyjny,początkujący,16 opinii,Polska: 386. miejsce,"7 .1
Obsługa:
9,2/10
Klimat:
7,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
16",0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0
387,Klątwa Tutenchamona,Warszawa,Zagadkownia,2-6 osób,60 minut,Przygodowy,doświadczony,192 opinie,Polska: 387. miejsce,"7 .0
Obsługa:
9,2/10
Klimat:
7,5/10
Trudność wg. graczy:
Trudny
Ilość opinii:
192",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0
388,Gra Miejska - Illuminati,Poznań,Escapelandia,2-6 osób,180 minut,Fabularny,początkujący,6 opinii,Polska: 388. miejsce,"8 .0
Obsługa:
10/10
Klimat:
8,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
6",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
389,Ostatnia cela,Słupsk,TrapRooms,2-8 osób,60 minut,Kryminalny,śr. zaawansowani,39 opinii,Polska: 389. miejsce,"7 .4
Obsługa:
9,3/10
Klimat:
7,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
39",0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1
390,Guantanamo,Gorzów Wielkopolski,Open The Lock,2-5 osób,60 minut,Kryminalny,doświadczony,18 opinii,Polska: 390. miejsce,"7 .2
Obsługa:
5,9/10
Klimat:
7,6/10
Trudność wg. graczy:
Średni
Ilość opinii:
18",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
391,Agent FBI,Warszawa,SHOW ESCAPE,2-4 osoby,60 minut,Kryminalny,doświadczony,7 opinii,Polska: 391. miejsce,"6 .0
Obsługa:
10/10
Klimat:
6,7/10
Trudność wg. graczy:
Bardzo trudny
Ilość opinii:
7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
